ID,Master,Master Residence,Registree,Status,Sex,Origin,Age,Occupation,Registration Date,Registration District,Sources,Registration District Latitude,Registration District Longitude,Origin Latitude,Origin Longitude,Runaway at Registration,Transfer Date,Escape Date,Freedom Date,Death Date,Codice,Senhores,Morada,Registrados,Naturalidade,Ofícios,,,,,,,,,,,,,
3045,Nuna Agira Binti Amusa,Unspecified,Tomásia,Slave,Female,(Moçambique) Moçambique,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 103v-104.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Tomásia,Moçambique,servante,,,,,,,,,,,,,
3046,Nuna Agira Binti Amusa,Unspecified,Dominga,Slave,Female,(Yao) Mujano,28.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 104v-105.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Dominga,Mujano,servante,,,,,,,,,,,,,
3047,Nuna Agira Binti Amusa,Unspecified,Luísa,Slave,Female,(Maravi) Marave,20.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 104v-105.",-15.0359,40.73486,-13.99341,33.80634,,,,,,1161,Nuna Agira Binti Amusa,,Luísa,Marave,servante,,,,,,,,,,,,,
3048,Nuna Agira Binti Amusa,Unspecified,Asperane,Slave,Female,(Makhuwa) Macua,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 104v-105.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Asperane,Macua,servante,,,,,,,,,,,,,
3049,Nuna Agira Binti Amusa,Unspecified,Zambariveca,Slave,Female,(Makhuwa) Macua,10.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 104v-105.",-15.0359,40.73486,-15.120919,39.268814,,,,,Unspecified,1161,Nuna Agira Binti Amusa,,Zambariveca,Macua,servante,,,,,,,,,,,,,
3050,Nuna Agira Binti Amusa,Unspecified,Josefa,Slave,Female,(Yao) Mujano,10.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 104v-105.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Josefa,Mujano,servante,,,,,,,,,,,,,
3051,Nuna Agira Binti Amusa,Unspecified,Felicidade,Slave,Female,(Makhuwa) Macua,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 104v-105.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Felicidade,Macua,servante,,,,,,,,,,,,,
3052,Nuna Agira Binti Amusa,Unspecified,Unspecified,Slave,Female,(Yao) Mujano,42.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 105v-106.",-15.0359,40.73486,-15.02263,36.36115,,,,,Unspecified,1161,Nuna Agira Binti Amusa,,,Mujano,servante,,,,,,,,,,,,,
3053,Nuna Agira Binti Amusa,Unspecified,Teresa,Slave,Female,(Makhuwa) Macua,38.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 105v-106.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Teresa,Macua,servante,,,,,,,,,,,,,
3054,Nuna Agira Binti Amusa,Unspecified,Felícia,Slave,Female,(Makhuwa) Macua,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 105v-106.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Felícia,Macua,servante,,,,,,,,,,,,,
3055,Nuna Agira Binti Amusa,Unspecified,Emília,Slave,Female,(Makhuwa) Macua,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 105v-106.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Emília,Macua,servante,,,,,,,,,,,,,
3056,Nuna Agira Binti Amusa,Unspecified,Navirunga,Slave,Female,(Makhuwa) Macua,20.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 105v-106.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Navirunga,Macua,servante,,,,,,,,,,,,,
3057,Nuna Agira Binti Amusa,Unspecified,Inveja,Slave,Female,(Makhuwa) Macua,45.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 105v-106.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Inveja,Macua,servante,,,,,,,,,,,,,
3058,Nuna Agira Binti Amusa,Unspecified,Helena,Slave,Female,(Moçambique) Moçambique,10.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 106v-107.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Helena,Moçambique,servante,,,,,,,,,,,,,
3059,Nuna Agira Binti Amusa,Unspecified,Adriana,Slave,Female,(Yao) Mujano,50.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 106v-107.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Adriana,Mujano,servante,,,,,,,,,,,,,
3060,Nuna Agira Binti Amusa,Unspecified,Que Importa,Slave,Female,(Makhuwa) Macua,45.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 106v-107.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Que Importa,Macua,servante,,,,,,,,,,,,,
3061,Nuna Agira Binti Amusa,Unspecified,Feliciana,Slave,Female,(Makhuwa) Macua,35.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 106v-107.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Feliciana,Macua,servante,,,,,,,,,,,,,
3062,Nuna Agira Binti Amusa,Unspecified,Inthamanse,Slave,Female,(Makhuwa) Macua,32.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 106v-107.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Inthamanse,Macua,servante,,,,,,,,,,,,,
3063,Nuna Agira Binti Amusa,Unspecified,Rita,Slave,Female,(Moçambique) Moçambique,43.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 106v-107.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Rita,Moçambique,servante,,,,,,,,,,,,,
3064,Nuna Agira Binti Amusa,Unspecified,Ecane,Slave,Female,(Moçambique) Moçambique,28.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 107v-108.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Ecane,Moçambique,servante,,,,,,,,,,,,,
3065,Nuna Agira Binti Amusa,Unspecified,Perseguida,Slave,Female,(Yao) Mujano,28.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 107v-108.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Perseguida,Mujano,servante,,,,,,,,,,,,,
3066,Nuna Agira Binti Amusa,Unspecified,Que Seria,Slave,Female,(Moçambique) Moçambique,,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 107v-108.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Que Seria,Moçambique,servante,,,,,,,,,,,,,
3067,Nuna Agira Binti Amusa,Unspecified,Paciência,Slave,Female,(Makhuwa) Macua,45.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 107v-108.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Paciência,Macua,servante,,,,,,,,,,,,,
3068,Nuna Agira Binti Amusa,Unspecified,Aurora,Slave,Female,(Makhuwa) Macua,40.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 107v-108.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Aurora,Macua,servante,,,,,,,,,,,,,
3069,Nuna Agira Binti Amusa,Unspecified,Maria Antónia,Slave,Female,(Makhuwa) Macua,45.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 107v-108.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Maria Antónia,Macua,servante,,,,,,,,,,,,,
3070,Nuna Agira Binti Amusa,Unspecified,Maria II,Slave,Female,(Makhuwa) Macua,40.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 108v-109.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Maria II,Macua,servante,,,,,,,,,,,,,
3071,Nuna Agira Binti Amusa,Unspecified,Inhacanaca,Slave,Female,(Moçambique) Moçambique,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 108v-109.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Inhacanaca,Moçambique,servante,,,,,,,,,,,,,
3072,Nuna Agira Binti Amusa,Unspecified,Sebastiana,Slave,Female,(Yao) Mujano,50.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 108v-109.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Sebastiana,Mujano,servante,,,,,,,,,,,,,
3073,Nuna Agira Binti Amusa,Unspecified,Xingava,Slave,Female,(Yao) Mujano,45.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 108v-109.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Xingava,Mujano,servante,,,,,,,,,,,,,
3074,Nuna Agira Binti Amusa,Unspecified,Dalama,Slave,Female,(Yao) Mujano,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 108v-109.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Dalama,Mujano,servante,,,,,,,,,,,,,
3075,Nuna Agira Binti Amusa,Unspecified,Jurima,Slave,Female,(Makhuwa) Macua,52.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 108v-109.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Jurima,Macua,servante,,,,,,,,,,,,,
3076,Nuna Agira Binti Amusa,Unspecified,Huquina,Slave,Female,(Maravi) Marave,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 109v-110.",-15.0359,40.73486,-13.99341,33.80634,,,,,,1161,Nuna Agira Binti Amusa,,Huquina,Marave,servante,,,,,,,,,,,,,
3077,Nuna Agira Binti Amusa,Unspecified,Mugulla,Slave,Female,(Yao) Mujano,60.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 109v-110.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Mugulla,Mujano,servante,,,,,,,,,,,,,
3078,Nuna Agira Binti Amusa,Unspecified,Alhala,Slave,Female,(Makhuwa) Macua,55.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 109v-110.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Alhala,Macua,servante,,,,,,,,,,,,,
3079,Nuna Agira Binti Amusa,Unspecified,Muariava,Slave,Female,(Makhuwa) Macua,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 109v-110.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Muariava,Macua,servante,,,,,,,,,,,,,
3080,Nuna Agira Binti Amusa,Unspecified,Mutenguani,Slave,Female,(Makhuwa) Macua,32.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 109v-110.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Mutenguani,Macua,servante,,,,,,,,,,,,,
3081,Nuna Agira Binti Amusa,Unspecified,Conimeira,Slave,Female,(Makhuwa) Macua,32.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 109v-110.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Conimeira,Macua,servante,,,,,,,,,,,,,
3082,Nuna Agira Binti Amusa,Unspecified,Nadiamurru,Slave,Female,(Makhuwa) Macua,30.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 110v-111.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Nadiamurru,Macua,servante,,,,,,,,,,,,,
3083,Nuna Agira Binti Amusa,Unspecified,Luísa,Slave,Female,(Makhuwa) Macua,48.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 110v-111.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Luísa,Macua,servante,,,,,,,,,,,,,
3084,Nuna Agira Binti Amusa,Unspecified,Massacapa,Slave,Female,(Makhuwa) Macua,50.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 110v-111.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Massacapa,Macua,servante,,,,,,,,,,,,,
3085,Nuna Agira Binti Amusa,Unspecified,Carinamalla,Slave,Female,(Makhuwa) Macua,38.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 110v-111.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Carinamalla,Macua,servante,,,,,,,,,,,,,
3086,Nuna Agira Binti Amusa,Unspecified,Muacite,Slave,Female,(Makhuwa) Macua,14.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 110v-111.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Muacite,Macua,servante,,,,,,,,,,,,,
3087,Nuna Agira Binti Amusa,Unspecified,Muride,Slave,Female,(Makhuwa) Macua,10.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 110v-111.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Muride,Macua,servante,,,,,,,,,,,,,
3088,Nuna Agira Binti Amusa,Unspecified,Teresa II,Slave,Female,(Moçambique) Moçambique,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 111v-112.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Teresa II,Moçambique,servante,,,,,,,,,,,,,
3089,Nuna Agira Binti Amusa,Unspecified,Rosa,Slave,Female,(Moçambique) Moçambique,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 111v-112.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Rosa,Moçambique,servante,,,,,,,,,,,,,
3090,Nuna Agira Binti Amusa,Unspecified,Sarado,Slave,Female,(Moçambique) Moçambique,4.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 111v-112.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Sarado,Moçambique,servante,,,,,,,,,,,,,
3091,Nuna Agira Binti Amusa,Unspecified,Teresa III,Slave,Female,(Moçambique) Moçambique,6.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 111v-112.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Teresa III,Moçambique,servante,,,,,,,,,,,,,
3092,Nuna Agira Binti Amusa,Unspecified,Maliane,Slave,Female,(Moçambique) Moçambique,25.0,None,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 111v-112.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Maliane,Moçambique,Nenhum,,,,,,,,,,,,,
3093,Nuna Agira Binti Amusa,Unspecified,Amina,Slave,Female,(Moçambique) Moçambique,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 111v-112.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Amina,Moçambique,servante,,,,,,,,,,,,,
3094,Nuna Agira Binti Amusa,Unspecified,Alima,Slave,Female,(Moçambique) Moçambique,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 112v-113.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Alima,Moçambique,servante,,,,,,,,,,,,,
3095,Nuna Agira Binti Amusa,Unspecified,Não Esperava,Slave,Female,(Yao) Mujano,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 112v-113.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Não Esperava,Mujano,servante,,,,,,,,,,,,,
3096,Nuna Agira Binti Amusa,Unspecified,Canipenda,Slave,Female,(Moçambique) Moçambique,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 112v-113.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Canipenda,Moçambique,servante,,,,,,,,,,,,,
3097,Nuna Agira Binti Amusa,Unspecified,Manjuma,Slave,Female,(Moçambique) Moçambique,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 112v-113.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Manjuma,Moçambique,servante,,,,,,,,,,,,,
3098,Nuna Agira Binti Amusa,Unspecified,Mucodia,Slave,Female,(Moçambique) Moçambique,8.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 112v-113.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Mucodia,Moçambique,servante,,,,,,,,,,,,,
3099,Nuna Agira Binti Amusa,Unspecified,Viagem,Slave,Female,(Moçambique) Moçambique,7.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 112v-113.",-15.0359,40.73486,-15.0359,40.73486,,,,,,1161,Nuna Agira Binti Amusa,,Viagem,Moçambique,servante,,,,,,,,,,,,,
3100,Nuna Agira Binti Amusa,Unspecified,Eugima,Slave,Female,(Makhuwa) Macua,10.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 113v-114.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Eugima,Macua,servante,,,,,,,,,,,,,
3101,Nuna Agira Binti Amusa,Unspecified,Zeniquirinho,Slave,Female,(Makhuwa) Macua,10.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 113v-114.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Zeniquirinho,Macua,servante,,,,,,,,,,,,,
3102,Nuna Agira Binti Amusa,Unspecified,Pananhinho,Slave,Female,(Makhuwa) Macua,7.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 113v-114.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Nuna Agira Binti Amusa,,Pananhinho,Macua,servante,,,,,,,,,,,,,
3103,Nuna Agira Binti Amusa,Unspecified,Mocaniqueni,Slave,Female,(Yao) Mujano,2.0,None,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 113v-114.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Mocaniqueni,Mujano,Nenhum,,,,,,,,,,,,,
3104,Nuna Agira Binti Amusa,Unspecified,Camuniquia,Slave,Female,(Yao) Mujano,35.0,None,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 113v-114.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Nuna Agira Binti Amusa,,Camuniquia,Mujano,nenhum,,,,,,,,,,,,,
3105,Issebjy Mamade Gy,Moçambique,Mutianão,Slave,Female,(Makhuwa) Macua,23.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 113v-114.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Issebjy Mamade Gy,,Mutianão,Macua,servante,,,,,,,,,,,,,
3106,Issebjy Mamade Gy,Moçambique,Mamute,Slave,Female,(Makhuwa) Macua,17.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 114v-115.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Issebjy Mamade Gy,,Mamute,Macua,servante,,,,,,,,,,,,,
3107,Issebjy Mamade Gy,Moçambique,Saramatane,Slave,Female,(Makhuwa) Macua,20.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 114v-115.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Issebjy Mamade Gy,,Saramatane,Macua,servante,,,,,,,,,,,,,
3108,Issebjy Mamade Gy,Moçambique,Mucazambo,Slave,Female,(Makhuwa) Macua,11.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 114v-115.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Issebjy Mamade Gy,,Mucazambo,Macua,servante,,,,,,,,,,,,,
3109,Issebjy Mamade Gy,Moçambique,Jangari,Slave,Female,(Yao) Mujano,18.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 114v-115.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Issebjy Mamade Gy,,Jangari,Mujano,servante,,,,,,,,,,,,,
3110,Issebjy Mamade Gy,Moçambique,Aiabila,Slave,Female,(Yao) Mujano,22.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 114v-115.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Issebjy Mamade Gy,,Aiabila,Mujano,servante,,,,,,,,,,,,,
3111,Issebjy Mamade Gy,Moçambique,Unspecified,Slave,Female,(Yao) Mujano,27.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 114v-115.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Issebjy Mamade Gy,,,Mujano,servante,,,,,,,,,,,,,
3112,Issebjy Mamade Gy,Moçambique,Dogá,Slave,Female,(Yao) Mujano,17.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 115v-116.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Issebjy Mamade Gy,,Dogá,Mujano,servante,,,,,,,,,,,,,
3113,Issebjy Mamade Gy,Moçambique,Chacamalle,Slave,Female,(Yao) Mujano,12.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 115v-116.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,Issebjy Mamade Gy,,Chacamalle,Mujano,servante,,,,,,,,,,,,,
3114,Issebjy Mamade Gy,Moçambique,Daira,Slave,Female,(Makhuwa) Macua,36.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 115v-116.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Issebjy Mamade Gy,,Daira,Macua,servante,,,,,,,,,,,,,
3115,Issebjy Mamade Gy,Moçambique,Jacina,Slave,Female,(Makhuwa) Macua,22.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 115v-116.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Issebjy Mamade Gy,,Jacina,Macua,servante,,,,,,,,,,,,,
3116,Issebjy Mamade Gy,Moçambique,Luísa,Slave,Female,(Makhuwa) Macua,14.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 115v-116.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,Issebjy Mamade Gy,,Luísa,Macua,servante,,,,,,,,,,,,,
3117,António de Andrade de Melo,Unspecified,Pedro,Slave,Male,(Makhuwa) Macua,20.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 115v-116.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,António de Andrade de Melo,,Pedro,Macua,servante,,,,,,,,,,,,,
3118,António de Andrade de Melo,Unspecified,Manoel,Slave,Male,(Yao) Mujano,19.0,Cook,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 116v-117.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,António de Andrade de Melo,,Manoel,Mujano,Cozinheiro,,,,,,,,,,,,,
3119,António de Andrade de Melo,Unspecified,Simplício,Slave,Male,(Yao) Mujano,18.0,Carpenter,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 116v-117.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,António de Andrade de Melo,,Simplício,Mujano,Carpinteiro,,,,,,,,,,,,,
3120,António de Andrade de Melo,Unspecified,Agostinho,Slave,Male,(Yao) Mujano,18.0,Mason,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 116v-117.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,António de Andrade de Melo,,Agostinho,Mujano,Pedreiro,,,,,,,,,,,,,
3121,António de Andrade de Melo,Unspecified,Luís,Slave,Male,(Yao) Mujano,24.0,Cooper,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 116v-117.",-15.0359,40.73486,-15.02263,36.36115,,,,,,1161,António de Andrade de Melo,,Luís,Mujano,Tanueiro,,,,,,,,,,,,,
3122,António de Andrade de Melo,Unspecified,Domingos,Slave,Male,(Makhuwa) Macua,22.0,Servant,1857-00-00,Moçambique,"AHM, Fundo do Século XIX, Códices, 11-1161, ff. 116v-117.",-15.0359,40.73486,-15.120919,39.268814,,,,,,1161,António de Andrade de Melo,,Domingos,Macua,Servante,,,,,,,,,,,,,
